rt,resp,subj,alpha_true,tau_true,beta_true,delta_true,acc,alpha,tau,beta,delta,loss
7.3004818549749,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
8.09534833899393,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
7.21498013224393,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
6.51976837657833,lower,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,0,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
6.32378179764831,lower,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,0,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
6.22615474717373,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
6.1115269953035,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
6.07277030913763,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
7.83980699800631,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
8.47284721809744,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
6.50173688624163,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
8.49416928190358,lower,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,0,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
8.13227593009194,lower,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,0,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
9.55596858856345,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
8.23589004078719,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
6.05860967793984,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
6.29070236984967,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
6.25584610630562,upper,1,2.5930519788526,5.96401072067674,0.729343726485968,0.233263289625756,1,2.35063184392151,5.91601486194651,0.65304913588619,0.227346769877537,61.6880256899667
2.78362283588561,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
3.56464652674002,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
2.46861096771892,lower,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,0,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
5.5945226904971,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
3.72334643316802,lower,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,0,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
6.13159222595643,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
4.32197340740433,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
6.20666177948771,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
3.33051229568596,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
4.26517871796239,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
4.39090738363338,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
2.12713874055251,lower,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,0,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
3.22317996120881,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
9.69646772622626,lower,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,0,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
3.11211157687374,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
4.62009846485329,upper,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,1,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
5.99882553040893,lower,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,0,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
2.68932206321956,lower,2,3.23274339782074,1.74712268405128,0.317219380591996,0.420696512516588,0,3.28892807994744,1.92977271080596,0.309342602241818,0.48611123220301,83.1623786006151
9.1331194850698,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
9.18084647272173,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
14.2259260065192,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
12.0193925910128,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
8.73424570309958,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
11.4358600452207,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
11.11017587546,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
13.3036716332616,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
10.4996664608444,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
9.42250372162993,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
12.6189187324967,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
9.37030401609736,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
9.49016616340039,upper,3,4.43712018011138,8.59396541840397,0.785498572932556,0.516753124957904,1,6.89569741232113,8.53190553814601,0.828598497714981,0.643295772691182,55.225165235604
