acc,rt,rt_pred,acc_pred,condition,country,id
1,14.9,13.786383502230214,0.7938891765924392,3,3,5755
1,15.09,13.993623497469233,0.8090349075975359,3,3,5755
0,12.45,14.041239955822665,0.8,3,3,5755
1,16.34,13.84718803762145,0.8243877019280875,3,3,5755
1,27.46,14.023052642827285,0.7946197620279358,3,3,5755
1,20.19,14.099927256768112,0.8039521580863235,3,3,5755
0,9.17,14.043120559979297,0.8075117370892019,3,3,5755
1,10.55,14.052798994401797,0.803338549817423,3,3,5755
1,15.66,14.038333987129752,0.7956318252730109,3,3,5755
1,10.58,13.84854432161326,0.800414722654225,3,3,5755
1,22.2,14.017527002115107,0.8021920668058455,3,3,5755
1,12.39,13.99254990072029,0.8120805369127517,3,3,5755
1,7.8,13.96722156649873,0.8098191214470284,3,3,5755
1,19.13,13.978690806031816,0.7705426356589147,3,3,5755
0,20.75,14.02808824545903,0.8024948024948025,3,3,5755
0,12.9,13.956490437612123,0.7950052029136316,3,3,5755
1,15.3,14.125964016136283,0.7996894409937888,3,3,5755
1,9.6,13.99190468496714,0.7931214174048984,3,3,5755
1,13.66,13.930639708533636,0.8026041666666667,3,3,5755
1,8.56,13.900973942514518,0.8034055727554179,3,3,5755
