acc,rt,rt_pred,acc_pred,condition,country,id
0,13.47,12.340531194158244,0.7157387580299786,3,11,23576
1,10.8,12.261490810162213,0.7019691325172964,3,11,23576
1,24.27,12.51351223102707,0.7110754414125201,3,11,23576
0,13.34,12.322610593901695,0.7042553191489361,3,11,23576
0,18.32,12.212008824163286,0.7122263747997865,3,11,23576
1,9.82,12.35456142519821,0.7096946973754686,3,11,23576
1,6.04,12.367870628080317,0.7053475935828877,3,11,23576
1,17.66,12.358951670001307,0.7103594080338267,3,11,23576
1,17.66,12.27569344248132,0.6877659574468085,3,11,23576
1,8.22,12.200180359862879,0.7158119658119658,3,11,23576
1,6.7,12.152775437783141,0.7176470588235294,3,11,23576
1,12.27,12.217931585472106,0.7029914529914529,3,11,23576
0,17.3,12.332801621839861,0.709246392303581,3,11,23576
1,8.59,12.253504404196422,0.7014925373134329,3,11,23576
1,9.04,12.381942251848756,0.7161152614727855,3,11,23576
0,14.41,12.080321067679627,0.723876556578235,3,11,23576
1,23.84,12.526376345190943,0.6884718498659518,3,11,23576
