acc,rt,rt_pred,acc_pred,condition,country,id
1,5.4,7.307969558126067,0.6523517382413088,3,9,17925
1,11.81,7.210049479007003,0.646755921730175,3,9,17925
1,4.48,7.266987451965838,0.6608606557377049,3,9,17925
1,9.22,7.392295407326029,0.6345463864684777,3,9,17925
1,5.51,7.338933482281608,0.630221763795771,3,9,17925
1,12.85,7.254509985885188,0.6470588235294118,3,9,17925
1,13.57,7.28721810049254,0.627188465499485,3,9,17925
1,4.57,7.353451931713027,0.6513903192584964,3,9,17925
1,4.33,7.264183817229893,0.6332819722650231,3,9,17925
1,5.61,7.324200052308489,0.637109174782163,3,9,17925
0,9.83,7.203807509747662,0.6522187822497421,3,9,17925
1,9.28,7.388078327800445,0.6571136131013307,3,9,17925
0,3.46,7.293089209894416,0.6422347514095336,3,9,17925
0,4.56,7.292701434981141,0.6470286885245902,3,9,17925
0,3.62,7.283576601727115,0.6375770020533881,3,9,17925
1,7.67,7.477501132082768,0.6358471074380165,3,9,17925
0,7.73,7.244838977519667,0.6504106776180698,3,9,17925
0,9.02,7.2487582135984825,0.6467251160391955,3,9,17925
1,16.11,7.277376262788639,0.6554019457245264,3,9,17925
0,5.35,7.2544568567966135,0.6604458268532919,3,9,17925
