acc,rt,rt_pred,acc_pred,condition,country,id
0,6.9,11.067800721297987,0.617055947854427,3,6,12067
0,21.83,11.298709934513395,0.6328082563824009,3,6,12067
1,9.91,11.063337589112699,0.6421568627450981,3,6,12067
0,9.2,11.078383935784792,0.652762730227519,3,6,12067
1,17.1,11.21521562986498,0.6431308155446086,3,6,12067
1,8.49,11.067548144880499,0.6675779114270093,3,6,12067
0,7.68,11.09551005512009,0.6284779050736498,3,6,12067
1,17.57,11.019148033886568,0.6418152350081038,3,6,12067
0,4.4,10.937261259389844,0.6479564032697548,3,6,12067
1,22.93,11.144892060132184,0.6145038167938931,3,6,12067
1,5.84,11.15524684408267,0.6400217509516042,3,6,12067
1,9.69,11.356051433422165,0.633856138453218,3,6,12067
1,6.57,11.14332984719906,0.6418732782369146,3,6,12067
0,18.88,11.142530518294762,0.6314067611777535,3,6,12067
1,7.8,11.380460949868572,0.6256130790190736,3,6,12067
1,21.69,11.331910726734135,0.6384364820846905,3,6,12067
1,9.33,11.123906533301053,0.6179219351291919,3,6,12067
1,18.12,11.088670338058243,0.647220693450743,3,6,12067
1,15.57,11.154776252936578,0.6284779050736498,3,6,12067
0,13.63,11.217575893441646,0.6551351351351351,3,6,12067
