acc,rt,rt_pred,acc_pred,condition,country,id
1,4.34,7.733565732217117,0.5002644103648863,3,5,10109
0,10.56,7.771413668885689,0.49920844327176783,3,5,10109
1,8.6,7.880023527049162,0.4989451476793249,3,5,10109
1,5.34,7.959345045470138,0.4941050375133976,3,5,10109
1,5.77,7.786396850764304,0.5229793977812995,3,5,10109
1,7.07,7.8011450574393955,0.5065616797900262,3,5,10109
1,4.02,7.864957837826014,0.494488188976378,3,5,10109
1,9.25,7.813368154833445,0.4929208180388044,3,5,10109
1,7.38,7.830435677741943,0.49081364829396323,3,5,10109
1,6.98,7.856646376071306,0.516008537886873,3,5,10109
0,11.36,7.849762244753537,0.49973502914679385,3,5,10109
0,6.75,7.758823372401999,0.4963157894736842,3,5,10109
0,14.8,7.894299913297755,0.5029023746701847,3,5,10109
0,14.7,7.897112532613685,0.5199579831932774,3,5,10109
0,15.26,7.961077898065418,0.5049816465652858,3,5,10109
0,11.02,7.893177034527123,0.4872746553552492,3,5,10109
0,12.92,7.85830064522844,0.5063025210084033,3,5,10109
0,3.97,7.864733580643149,0.5192409066947812,3,5,10109
0,6.18,7.87582976609466,0.49762532981530344,3,5,10109
1,5.67,7.781776382019571,0.5108753315649868,3,5,10109
