acc,rt,rt_pred,acc_pred,condition,country,id
0,2.84,4.55454274999627,0.613265306122449,3,7,13807
0,4.12,4.595167872046511,0.6139272913466461,3,7,13807
1,2.64,4.545357214371705,0.6010309278350515,3,7,13807
1,5.1,4.487906199237281,0.609007164790174,3,7,13807
1,9.98,4.5617145146335245,0.5969994826694258,3,7,13807
1,5.55,4.545120688164075,0.5973360655737705,3,7,13807
1,3.28,4.443230231531533,0.5869341563786008,3,7,13807
1,3.73,4.4818755004408874,0.625,3,7,13807
1,3.28,4.558948720120692,0.6004077471967381,3,7,13807
1,5.88,4.49760158755032,0.6128205128205129,3,7,13807
0,2.58,4.603974814787019,0.6138461538461538,3,7,13807
1,2.76,4.450730504548162,0.6016385048643114,3,7,13807
0,4.67,4.545387286567737,0.6096938775510204,3,7,13807
0,2.9,4.509655048859527,0.6035805626598465,3,7,13807
0,5.07,4.458789512660913,0.5934122490993309,3,7,13807
1,5.98,4.4427148993536765,0.6175564681724846,3,7,13807
0,5.96,4.51849221331818,0.6059670781893004,3,7,13807
1,4.71,4.498015746652755,0.5922330097087378,3,7,13807
0,1.84,4.547181777360678,0.6022610483042138,3,7,13807
1,8.38,4.558864054253605,0.6013340174448435,3,7,13807
