acc,rt,rt_pred,acc_pred,condition,country,id
1,7.41,6.675832842683181,0.6435110393107162,3,13,27778
1,8.38,6.652205119843283,0.6182999458581484,3,13,27778
0,8.07,6.607432216063358,0.6385606874328679,3,13,27778
1,5.24,6.60904172824757,0.6297485286249331,3,13,27778
1,6.49,6.724542999005384,0.6219839142091153,3,13,27778
0,6.37,6.661956509030296,0.6375875067312871,3,13,27778
0,9.09,6.64794341639493,0.6498371335504886,3,13,27778
1,6.34,6.643115965531622,0.6071622354856213,3,13,27778
0,7.04,6.707230798382922,0.6188197767145136,3,13,27778
1,6.59,6.647289257472776,0.6192034915439171,3,13,27778
1,7.55,6.673732980779392,0.6348773841961853,3,13,27778
1,7.05,6.623028634839703,0.6366576819407008,3,13,27778
1,7.67,6.693695509124775,0.6298076923076923,3,13,27778
1,4.51,6.649667602548522,0.633423180592992,3,13,27778
0,7.2,6.618214359823992,0.6230563002680966,3,13,27778
0,6.57,6.603233318112868,0.626571897211591,3,13,27778
