acc,rt,rt_pred,acc_pred,condition,country,id
1,9.46,9.593383846334591,0.8655373213340392,3,14,29747
1,5.7,9.550428369496379,0.870915907873594,3,14,29747
1,12.66,9.34182191454327,0.8598827916888652,3,14,29747
1,18.24,9.615022119366772,0.8496522204387373,3,14,29747
1,6.92,9.508050436992306,0.8640724946695096,3,14,29747
1,7.83,9.532639481052021,0.8575240128068303,3,14,29747
1,12.22,9.392145019406538,0.8603292618162507,3,14,29747
1,4.57,9.471414996860263,0.8529411764705882,3,14,29747
1,10.89,9.506916109194723,0.8487935656836462,3,14,29747
1,13.7,9.49151857811186,0.8504228329809725,3,14,29747
1,18.02,9.375740719980627,0.8496,3,14,29747
1,8.22,9.63916221586797,0.8488372093023255,3,14,29747
1,6.23,9.477280832967695,0.8592750533049041,3,14,29747
1,8.0,9.490222258246288,0.8638799571275455,3,14,29747
1,16.02,9.577791020362142,0.8494965553789083,3,14,29747
0,7.47,9.472219710788805,0.8588172615876398,3,14,29747
1,8.19,9.499189211163308,0.8540223761321257,3,14,29747
0,10.0,9.511070646736092,0.8570666666666666,3,14,29747
0,9.46,9.59477528770319,0.8511205976520811,3,14,29747
