acc,rt,rt_pred,acc_pred,condition,country,id
1,6.87,7.44774183416857,0.7481520591341078,3,10,21772
1,3.87,7.417128288005234,0.7505208333333333,3,10,21772
0,10.35,7.349099408039382,0.7474854420328216,3,10,21772
1,8.47,7.385116916388221,0.7443331576172905,3,10,21772
0,10.62,7.434070053525709,0.7351206434316354,3,10,21772
0,7.59,7.38797483003084,0.7501323451561673,3,10,21772
1,9.03,7.348096884155069,0.7476089266737513,3,10,21772
1,7.95,7.355439514735383,0.7269372693726938,3,10,21772
1,6.91,7.378798201023225,0.751188589540412,3,10,21772
0,5.46,7.520610682636632,0.7488151658767772,3,10,21772
1,6.47,7.303005580797915,0.7340369393139842,3,10,21772
1,8.2,7.394171789077056,0.7516989022477784,3,10,21772
1,5.85,7.4826284399480745,0.7280934678704195,3,10,21772
1,13.44,7.325757064081583,0.7391076115485564,3,10,21772
1,7.07,7.410554707097679,0.7563424947145877,3,10,21772
1,5.06,7.364538221612614,0.7486855941114616,3,10,21772
1,5.67,7.300911978677126,0.7613146551724138,3,10,21772
0,13.09,7.383184534445372,0.7265002655337228,3,10,21772
