acc,rt,rt_pred,acc_pred,condition,country,id
1,6.95,6.021738329899994,0.5150414937759336,3,6,13048
1,11.53,5.996781094675326,0.4896049896049896,3,6,13048
1,6.89,6.095033221295804,0.502854177477945,3,6,13048
1,4.36,6.023032882507514,0.5031152647975078,3,6,13048
1,3.88,5.863278973722871,0.4945792462570986,3,6,13048
1,6.78,6.017372673777935,0.49484004127966974,3,6,13048
1,7.73,5.988362803279757,0.48650051921079956,3,6,13048
1,5.98,6.1168177126855765,0.4929942916450441,3,6,13048
0,7.6,5.967103337161881,0.49947916666666664,3,6,13048
1,5.95,5.974551052292812,0.5036231884057971,3,6,13048
0,3.01,5.998929345521435,0.5049660219550445,3,6,13048
0,3.73,6.035138766865006,0.5013068478829065,3,6,13048
0,4.65,6.018434488234294,0.5015706806282723,3,6,13048
0,6.25,6.083922251013158,0.49478079331941544,3,6,13048
0,6.88,6.051638030164833,0.5124740124740125,3,6,13048
0,5.45,6.015170869919146,0.5122459614382491,3,6,13048
0,11.47,6.0559836368143705,0.4814427600627287,3,6,13048
0,5.59,6.018863592381028,0.5049197307094769,3,6,13048
