acc,rt,rt_pred,acc_pred,condition,country,id
1,8.6,10.661164940116507,0.6892450879007239,3,16,32571
1,8.82,10.803514756025306,0.69375,3,16,32571
1,6.8,10.909307753204274,0.6891541255838091,3,16,32571
1,9.29,10.707100400923373,0.66838576585869,3,16,32571
1,10.4,10.638217740499842,0.6767884714359238,3,16,32571
1,10.64,10.703460383882785,0.6824078879086664,3,16,32571
1,20.98,10.79079760745577,0.682498709344347,3,16,32571
1,13.4,10.643394293263201,0.6885330578512396,3,16,32571
1,9.15,10.611676750757976,0.6980638409209837,3,16,32571
1,6.33,10.633196474053463,0.6962616822429907,3,16,32571
1,19.52,10.734232103945214,0.6853874154966199,3,16,32571
0,19.55,10.681730754869827,0.6916709777547853,3,16,32571
0,7.53,10.741151338876536,0.6907589055240062,3,16,32571
0,11.15,10.798943216802543,0.6899585921325052,3,16,32571
0,6.24,10.781119864568383,0.6732161323681489,3,16,32571
0,14.83,10.649062192264116,0.6907589055240062,3,16,32571
