acc,rt,rt_pred,acc_pred,condition,country,id
1,4.12,7.517317312709664,0.6165413533834586,3,9,17572
1,9.38,7.471630135890715,0.5917822838847385,3,9,17572
1,7.31,7.523833488127744,0.615262321144674,3,9,17572
1,9.87,7.3815872537280205,0.6309904153354633,3,9,17572
1,7.03,7.431510497524516,0.6157922628510863,3,9,17572
1,12.75,7.6021104209030845,0.6026595744680852,3,9,17572
1,7.04,7.403529349895008,0.6038338658146964,3,9,17572
0,7.14,7.464834587547283,0.619351408825093,3,9,17572
1,4.65,7.467503519196083,0.6007403490216816,3,9,17572
0,8.69,7.435288915867781,0.6102591221575886,3,9,17572
0,13.02,7.507726985787066,0.59192348565356,3,9,17572
1,7.15,7.4878500662249,0.6205428419372007,3,9,17572
0,8.18,7.364925466264321,0.598175965665236,3,9,17572
0,7.18,7.486394000448389,0.5955414012738853,3,9,17572
0,6.56,7.488344297427541,0.6052350427350427,3,9,17572
