acc,rt,rt_pred,acc_pred,condition,country,id
0,9.93,10.47232278821262,0.5865284974093264,3,7,13893
1,11.03,10.389467267923505,0.608875128998968,3,7,13893
0,9.44,10.48661681225516,0.5747785304846275,3,7,13893
1,13.97,10.368722647258213,0.5974025974025974,3,7,13893
0,10.17,10.569193888927273,0.59334373374935,3,7,13893
0,12.8,10.595182433814792,0.5984455958549223,3,7,13893
0,7.49,10.689236687161564,0.5961236249345206,3,7,13893
1,19.2,10.485548457532108,0.6115444617784711,3,7,13893
1,10.29,10.433709298721771,0.5990735975295934,3,7,13893
0,9.23,10.51182001830032,0.586652871184687,3,7,13893
1,12.98,10.573938000986585,0.6135416666666667,3,7,13893
1,6.95,10.46441870297983,0.5980341438178997,3,7,13893
0,11.6,10.656493400594316,0.5948905109489051,3,7,13893
1,9.69,10.485086130261287,0.5996884735202492,3,7,13893
1,11.71,10.541821854136625,0.6098445595854922,3,7,13893
1,7.81,10.645766098381236,0.6031007751937985,3,7,13893
1,6.44,10.453542453314949,0.5951270088128564,3,7,13893
1,7.09,10.341021489209234,0.6041666666666666,3,7,13893
1,16.94,10.453018394043994,0.6072351421188631,3,7,13893
0,16.82,10.624634151732275,0.5996884735202492,3,7,13893
