acc,rt,rt_pred,acc_pred,condition,country,id
1,6.06,7.099123828504714,0.5177638453500523,3,3,4310
1,9.4,7.176745299996296,0.4879958246346555,3,3,4310
0,11.45,7.079082209332801,0.5039082855653987,3,3,4310
0,4.63,7.200228890907755,0.5034013605442177,3,3,4310
0,8.07,7.173983168933654,0.5156739811912225,3,3,4310
0,6.19,7.106613789359805,0.5018219677251432,3,3,4310
0,8.64,7.073184116096481,0.48,3,3,4310
0,7.12,7.101658019058742,0.48497409326424873,3,3,4310
1,8.53,7.189983851909153,0.519979242345615,3,3,4310
0,8.53,7.214541767825727,0.5096504955659885,3,3,4310
1,5.24,7.2169861884806314,0.49343832020997375,3,3,4310
0,5.81,7.099100861289898,0.49683877766069545,3,3,4310
1,6.54,7.115330748803037,0.48517940717628705,3,3,4310
1,7.93,7.140504748153618,0.5073375262054507,3,3,4310
1,8.99,7.087987662941361,0.49455676516329705,3,3,4310
1,5.77,7.18084159217139,0.5044201768070723,3,3,4310
