acc,rt,rt_pred,acc_pred,condition,country,id
1,3.96,4.474627824378146,0.8443083205717202,3,6,12973
1,3.5,4.460032285405889,0.8414882772680938,3,6,12973
1,5.18,4.4773271075328385,0.845565749235474,3,6,12973
1,5.59,4.485719505887166,0.8363914373088684,3,6,12973
1,3.73,4.505979435072369,0.838317283324886,3,6,12973
1,4.03,4.504617738038307,0.8359734287174246,3,6,12973
1,3.92,4.484282499158345,0.8363728470111449,3,6,12973
1,4.55,4.529557644565419,0.8290946083418108,3,6,12973
1,3.21,4.453006117902406,0.8356164383561644,3,6,12973
1,5.72,4.549774771466364,0.8379888268156425,3,6,12973
1,5.82,4.5446015208477135,0.8284263959390863,3,6,12973
1,3.5,4.493181619214888,0.8458015267175573,3,6,12973
1,3.7,4.487137314310392,0.85612968591692,3,6,12973
0,4.82,4.517611340499728,0.8287461773700305,3,6,12973
0,4.26,4.483369219435322,0.8408744280630401,3,6,12973
0,3.91,4.511704730170264,0.8421319796954315,3,6,12973
1,6.27,4.496088711502149,0.8297655453618756,3,6,12973
1,6.64,4.518993454041621,0.838676844783715,3,6,12973
