acc,rt,rt_pred,acc_pred,condition,country,id
1,4.88,7.382679904122586,0.7577045696068013,3,2,3742
1,6.28,7.578039317419484,0.7450876261285183,3,2,3742
1,7.83,7.363589924253593,0.7615018508725542,3,2,3742
1,6.26,7.512779899525023,0.7628811777076762,3,2,3742
1,11.6,7.408537916484845,0.7530798071772897,3,2,3742
1,5.72,7.474482010782504,0.773109243697479,3,2,3742
1,5.63,7.402180744291181,0.7477666841828692,3,2,3742
1,3.98,7.388365538878703,0.7609962904080552,3,2,3742
1,8.69,7.404082803689648,0.745691906005222,3,2,3742
0,7.03,7.480585163569549,0.7600849256900213,3,2,3742
1,10.54,7.3114326759618375,0.7652631578947369,3,2,3742
1,8.37,7.4512785409673326,0.7473684210526316,3,2,3742
0,6.46,7.410693976141405,0.7538057742782153,3,2,3742
0,7.74,7.33784969886537,0.7477572559366754,3,2,3742
0,13.33,7.2772236109325155,0.742600422832981,3,2,3742
1,8.91,7.524744651037702,0.7556848228450556,3,2,3742
1,7.15,7.447488812589501,0.7451084082496033,3,2,3742
1,8.68,7.349799123473757,0.7551451187335092,3,2,3742
0,8.63,7.4144298966452284,0.7588953797132236,3,2,3742
