acc,rt,rt_pred,acc_pred,condition,country,id
1,9.09,10.163187872489862,0.9434173669467787,3,7,14140
1,8.39,10.439294073864373,0.9491620111731843,3,7,14140
1,6.6,10.31467843026116,0.946843853820598,3,7,14140
0,1.41,10.256909400467833,0.9411764705882353,3,7,14140
0,0.66,10.25804440793748,0.952751528627015,3,7,14140
1,10.48,10.371173304231789,0.9473106476399561,3,7,14140
0,1.35,10.25828797257004,0.9443820224719102,3,7,14140
0,0.79,10.296694153372616,0.9480662983425414,3,7,14140
0,2.03,10.288143200074451,0.952247191011236,3,7,14140
0,5.72,10.294025988024906,0.9492833517089305,3,7,14140
0,6.1,10.286760494460221,0.9436383928571429,3,7,14140
0,11.39,10.153816880302248,0.9427942794279428,3,7,14140
1,11.67,10.453064540134026,0.9520624303232998,3,7,14140
1,1.62,10.32654585555631,0.9503585217870932,3,7,14140
1,1.3,10.476061755078836,0.943732590529248,3,7,14140
1,8.99,10.259648903210637,0.9437396580253723,3,7,14140
1,2.52,10.157348370793219,0.9409780775716695,3,7,14140
1,7.65,10.346062847958997,0.9519071310116086,3,7,14140
1,16.68,10.228981443136108,0.9420935412026726,3,7,14140
1,3.08,10.35648693808644,0.941307993292342,3,7,14140
