acc,rt,rt_pred,acc_pred,condition,country,id
1,1.51,1.7899249140271332,0.9137844611528823,3,4,8201
1,1.68,1.7823348923063915,0.9091365461847389,3,4,8201
1,1.89,1.75393165638758,0.9063595393089634,3,4,8201
1,1.6,1.7762631981834063,0.9187155042649272,3,4,8201
1,1.52,1.7761856264218114,0.9179254783484391,3,4,8201
1,2.55,1.7790214726314264,0.9120603015075377,3,4,8201
1,2.73,1.7655297186675807,0.9182137481184145,3,4,8201
1,1.33,1.7621506372643585,0.8962406015037594,3,4,8201
1,2.64,1.7838291559487223,0.9085427135678392,3,4,8201
1,2.06,1.7564543809683033,0.9087719298245615,3,4,8201
1,1.77,1.768218616829258,0.9032581453634085,3,4,8201
1,1.05,1.773082159585233,0.9125628140703518,3,4,8201
1,1.34,1.8001390428076174,0.9122807017543859,3,4,8201
0,1.54,1.7797458772427175,0.9040201005025126,3,4,8201
1,1.54,1.7808879725850713,0.9028542814221332,3,4,8201
1,1.3,1.7716843939305378,0.9178768152228343,3,4,8201
1,1.66,1.7808590736422476,0.9109109109109109,3,4,8201
0,1.73,1.7781372040734982,0.9112337011033099,3,4,8201
