acc,rt,rt_pred,acc_pred,condition,country,id
1,19.53,15.122994849600206,0.7774343122102009,3,10,21560
1,29.6,14.815397862702367,0.7774358974358975,3,10,21560
1,12.24,14.713324849234606,0.7809768637532134,3,10,21560
1,10.81,15.071411767837091,0.7743933918430562,3,10,21560
0,10.06,15.105036104020215,0.7684373388344508,3,10,21560
1,17.84,14.913668856263808,0.7829656233966137,3,10,21560
1,9.47,15.010665460876453,0.7905056759545923,3,10,21560
1,21.14,15.026843978082985,0.7847579814624099,3,10,21560
1,16.39,15.086423331008806,0.7710040983606558,3,10,21560
1,11.16,14.6900571133499,0.7934224049331963,3,10,21560
1,10.6,15.007832238769854,0.8061855670103093,3,10,21560
1,8.9,15.066090832454991,0.7828542094455853,3,10,21560
1,14.61,15.11298659471504,0.7758354755784062,3,10,21560
0,11.36,15.046413209808666,0.7867494824016563,3,10,21560
0,23.2,15.012854617924171,0.7815734989648033,3,10,21560
0,21.75,14.928572207531278,0.8021472392638037,3,10,21560
1,15.88,14.860145213289169,0.7751418256833419,3,10,21560
1,15.45,14.999302552180277,0.7874420998455995,3,10,21560
1,19.86,15.134512408562523,0.7896907216494845,3,10,21560
