acc,rt,rt_pred,acc_pred,condition,country,id
1,3.19,4.858184759627818,0.635427394438723,3,14,28801
0,2.08,4.828990482004562,0.6640946502057613,3,14,28801
1,2.25,4.790444417618365,0.6410788381742739,3,14,28801
1,10.18,4.773906910508928,0.6431168831168831,3,14,28801
1,2.8,4.856743522106561,0.6306493506493507,3,14,28801
1,3.9,4.751606256994267,0.6409185803757829,3,14,28801
1,6.24,4.8120351339864795,0.6389032591826177,3,14,28801
1,2.23,4.776151354593269,0.6345653305570016,3,14,28801
0,4.63,4.829932790827882,0.6436307374935534,3,14,28801
1,7.65,4.8256127476036985,0.6264873254009312,3,14,28801
0,4.14,4.818872172799082,0.6388028895768834,3,14,28801
1,3.65,4.801740631207088,0.6393782383419689,3,14,28801
1,5.77,4.815326195726146,0.6450441100155683,3,14,28801
0,6.6,4.801917411040014,0.6443057722308893,3,14,28801
0,6.19,4.757561700285911,0.6298200514138818,3,14,28801
1,6.6,4.78801435341899,0.6304008328995315,3,14,28801
0,10.39,4.789249197114868,0.6489690721649485,3,14,28801
